ParkCode,LocationType,StationID,month,variable,mean,sd,N,SE,inc.10.4yr,inc.20.4yr,inc.50.4yr,inc.10.8yr,inc.20.8yr,inc.50.8yr,inc.10.12yr,inc.20.12yr,inc.50.12yr
ACAD,Stream,ACOTRC,10,DO (%),96.78181818,2.986897796,22,0.63680875,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,5,DO_mg.L,10.73,0.649219311,22,0.138414022,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,6,DO_mg.L,9.87,0.321673257,20,0.071928327,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,7,DO_mg.L,8.994,0.516938355,20,0.11559093,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,8,DO_mg.L,9.195384615,0.386773637,26,0.075852551,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,9,DO_mg.L,9.552222222,0.399198543,18,0.094091999,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,10,DO_mg.L,10.56909091,0.564951823,22,0.120448133,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,5,DOC_mgL,1.3575,0.049785253,8,0.017601745,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,8,DOC_mgL,1.92975,0.229160424,8,0.081020445,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,5,FPH,6.607,0.171436654,20,0.038334401,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,8,FPH,6.7769,0.214678438,20,0.048003558,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,8,NH3_mg/L,0.015,0.007211103,8,0.00254951,0.709,0.768,0.895,0.999,1,1,1,1,1
ACAD,Stream,ACOTRC,8,NO2+NO3_mg/L,0.02284,0.012458928,10,0.003939859,0.699,0.758,0.888,0.999,1,1,1,1,1
ACAD,Stream,ACOTRC,8,NO3_ueq/L,2.15,1.196423241,8,0.422999493,0.607,0.668,0.816,0.993,0.998,1,0.999,1,1
ACAD,Stream,ACOTRC,5,pH,6.478,0.163758487,20,0.036617511,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,6,pH,6.445,0.321812302,20,0.071959418,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,7,pH,6.467,0.210165348,20,0.046994401,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,8,pH,6.294615385,0.378367343,26,0.074203941,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,9,pH,6.342222222,0.26066782,18,0.061439994,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,10,pH,6.423,0.292216574,20,0.065341612,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,5,SO4_ueqL,48.42130208,2.578917935,8,0.91178518,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,8,SO4_ueqL,34.075,1.917401515,8,0.677903807,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,5,Specific conductance,31.18181818,4.953463085,22,1.056081878,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,6,Specific conductance,33,5.12989176,20,1.147078669,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,7,Specific conductance,32.7,7.961089584,20,1.780153749,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,8,Specific conductance,36.84615385,8.097862966,26,1.588121588,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,9,Specific conductance,34.44444444,12.03046242,18,2.835607187,0.994,0.998,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,10,Specific conductance,33.90909091,10.97577024,22,2.340042079,0.999,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,8,T_Dis_N_mgL,0.152666667,0.064126957,6,0.026179721,0.703,0.762,0.891,0.999,1,1,1,1,1
ACAD,Stream,ACOTRC,5,T_Dis_P_ugL,2.033333333,0.81501069,12,0.235273321,0.926,0.955,0.992,1,1,1,1,1,1
ACAD,Stream,ACOTRC,8,T_Dis_P_ugL,3.2,1.311487705,12,0.37859389,0.918,0.948,0.99,1,1,1,1,1,1
ACAD,Stream,ACOTRC,5,TN_mg/L,0.133,0.035810613,6,0.014619622,0.944,0.967,0.995,1,1,1,1,1,1
ACAD,Stream,ACOTRC,8,TN_mg/L,0.124833333,0.038595415,12,0.011141537,0.987,0.994,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,5,TP_ug/L,2.26,0.742967025,20,0.166132477,0.998,0.999,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,8,TP_ug/L,4.563636364,1.184239943,22,0.252480804,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,5,Water Temperature,11.68,2.296324185,22,0.489577961,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,6,Water Temperature,14.84,1.7676687,20,0.395262737,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,7,Water Temperature,18.23,1.871447512,20,0.418468385,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,8,Water Temperature,16.66153846,1.485292408,26,0.291289807,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,9,Water Temperature,15.48888889,2.000255539,18,0.471464752,1,1,1,1,1,1,1,1,1
ACAD,Stream,ACOTRC,10,Water Temperature,11.47818182,1.361524483,22,0.290277995,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,ACOLOR,32.77272727,2.987288078,44,0.450350623,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,ACOLOR,39.97,5.226863549,40,0.826439692,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,ANC,37.00590909,4.151073449,44,0.625797869,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,ANC,45.8235,7.377455801,40,1.166478183,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,5,BP_mmHg,759.4428571,3.726316618,42,0.574983137,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,BP_mmHg,757.2636364,2.782260325,44,0.419441526,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,7,BP_mmHg,756.04,6.116845173,40,0.967158142,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,BP_mmHg,758.268,4.901038624,50,0.693111529,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,9,BP_mmHg,756.3409091,5.160553341,44,0.777982688,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,10,BP_mmHg,752.2285714,4.705590122,42,0.726088319,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,CHLA_ugL,2.463636364,1.714383869,44,0.258453093,0.958,0.977,0.997,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,CHLA_ugL,6.72,1.427423715,40,0.225695506,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,Cl_ueqL,197,0,18,0,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,Cl_ueqL,217,0,14,0,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,5,DO (%),79.14285714,32.32343515,42,4.987614326,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,DO (%),73.04545455,41.12677764,44,6.200095013,0.992,0.997,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,7,DO (%),69.645,38.99389137,40,6.165475578,0.988,0.995,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,DO (%),67.048,40.4101838,50,5.714862999,0.991,0.997,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,9,DO (%),74.85454545,33.23523946,44,5.010400868,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,10,DO (%),82.08095238,25.005748,42,3.858470685,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,5,DO_mg.L,7.935238095,3.150997703,42,0.486209501,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,DO_mg.L,6.58,3.657447324,44,0.55138093,0.993,0.997,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,7,DO_mg.L,5.861,3.222575654,40,0.50953395,0.99,0.996,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,DO_mg.L,5.7804,3.433108284,50,0.48551483,0.993,0.997,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,9,DO_mg.L,7.037727273,3.1204933,44,0.470432065,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,10,DO_mg.L,8.922857143,2.74624736,42,0.423755168,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,DOC_mgL,4.25,0,18,0,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,DOC_mgL,5.93,0,14,0,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,FPH,6.363636364,0.042975975,44,0.006478872,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,FPH,6.3995,0.106817602,40,0.016889346,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,NH3_mg/L,0.01,0,14,0,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,5,pH,6.076666577,0.235181942,42,0.036289361,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,pH,6.215909091,0.300428517,44,0.045291303,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,7,pH,6.2545,0.351180792,40,0.055526559,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,pH,6.1048,0.322808087,50,0.045651958,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,9,pH,5.995909091,0.152213409,44,0.022947035,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,10,pH,5.965714286,0.109480878,42,0.016893266,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,PO4_ug/L,1.046153846,0.050839113,26,0.00997037,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,SO4_ueqL,46,0,18,0,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,SO4_ueqL,35,0,14,0,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,5,Specific conductance,42.52380952,10.69131878,42,1.649706304,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,Specific conductance,43.54545455,10.17853315,44,1.534471607,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,7,Specific conductance,45.95,10.9473097,40,1.730921646,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,Specific conductance,47.68,13.39728879,50,1.894662751,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,9,Specific conductance,44.27272727,9.563408063,44,1.441738012,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,10,Specific conductance,40.19047619,5.815194962,42,0.897304063,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,T_Dis_N_mgL,0.204153846,0.028469903,26,0.005583407,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,T_Dis_N_mgL,0.220615385,0.005083911,26,0.000997037,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,T_Dis_P_ugL,4.6,0,26,0,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,T_Dis_P_ugL,2.169230769,0.406712902,26,0.079762962,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,TN_mg/L,0.215,0.044575517,44,0.006720012,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,TN_mg/L,0.26755,0.054379931,40,0.008598222,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,TP_ug/L,7.868181818,1.423192077,44,0.214554278,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,TP_ug/L,10.835,1.059402347,40,0.167506219,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,5,Water Temperature,15.01,2.475290572,42,0.381945627,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,6,Water Temperature,19.16954545,2.746980545,44,0.414122899,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,7,Water Temperature,22.4425,3.184222121,40,0.503469724,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,8,Water Temperature,21.5124,2.343993244,50,0.331490704,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,9,Water Temperature,18.35818182,1.175100733,44,0.177153101,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACROUN,10,Water Temperature,11.68857143,0.722632624,42,0.111504635,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,Al_ugL,197.325,31.59053656,16,7.897634139,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,Al_ugL,173,48.78329144,22,10.40063268,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,ANC,-4.2375,5.613777694,16,1.403444424,0.304,0.345,0.468,0.756,0.824,0.948,0.88,0.927,0.989
ACAD,Lake,ACSAMP,10,ANC,-2.200166364,4.502166954,22,0.95986522,0.206,0.233,0.32,0.527,0.598,0.784,0.665,0.739,0.9
ACAD,Lake,ACSAMP,4,BP_mmHg,613.3612658,286.5656912,12,82.72438948,0.855,0.899,0.971,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,BP_mmHg,729.2347217,4.233219103,14,1.131375395,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,Ca_ueqL,18.639625,2.540249643,16,0.635062411,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,Ca_ueqL,16.06127273,1.487709783,22,0.317180791,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,Cl_ueqL,120.68125,18.24203822,16,4.560509554,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,Cl_ueqL,100.2227273,12.31784156,22,2.626172645,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,COND,24.25,3.814358836,16,0.953589709,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,COND,22.18,2.735944165,22,0.583305256,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,DO (%),95.24,2.637844238,10,0.83415959,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,DO (%),89.87142857,1.753865433,14,0.468740254,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,DO_mg.L,10.648,0.439818144,10,0.139082709,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,DO_mg.L,10.65571429,0.606753204,14,0.162161615,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,DOC_mgL,3.49875,0.248914309,16,0.062228577,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,DOC_mgL,4.652727273,0.651651249,22,0.138932513,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,eqPH,5.12375,0.20506503,16,0.051266258,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,eqPH,5.165818182,0.167240242,22,0.035655739,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,FPH,5.085,0.22709763,16,0.056774407,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,FPH,5.124272727,0.188063865,22,0.040095351,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,K_ueqL,5.2785,1.593230735,16,0.398307684,0.998,0.999,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,K_ueqL,5.629222222,1.430081023,18,0.33707333,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,Mg_ueqL,21.241875,3.423656073,16,0.855914018,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,Mg_ueqL,17.20587273,2.576430519,22,0.549296832,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,Na_ueqL,116.75625,13.04835334,16,3.262088336,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,Na_ueqL,111.2781818,7.343152389,22,1.56556535,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,NO3_ueq/L,1.23,0.757733462,6,0.309343391,0.447,0.501,0.653,0.934,0.965,0.997,0.984,0.994,1
ACAD,Lake,ACSAMP,4,pH,5.11,0.315825038,12,0.091170835,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,pH,5.58,0.545583668,14,0.145813369,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,SO4_ueqL,38.36125,7.565959622,16,1.891489905,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,SO4_ueqL,39.18,13.50195965,22,2.878627469,0.998,0.999,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,Specific conductance,23.16666667,3.588702813,12,1.035969268,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,Specific conductance,21.57142857,2.344036155,14,0.626470014,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,TCOLOR,14.375,4.287578959,16,1.07189474,0.998,0.999,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,TCOLOR,19.36127273,4.865475831,22,1.037322933,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,TN_mg/L,0.183571429,0.044465569,14,0.011883923,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,TN_mg/L,0.212545455,0.027974014,22,0.00596408,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,4,Water Temperature,10.488,2.717453056,10,0.859334109,0.994,0.998,1,1,1,1,1,1,1
ACAD,Lake,ACSAMP,10,Water Temperature,8.048571429,1.811208084,14,0.484065722,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,6,ACOLOR,30.42173913,5.564181126,322,0.310079691,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,8,ACOLOR,26.22417808,7.519827405,292,0.440064613,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,Al_ugL,100.9916667,10.06070581,48,1.452137802,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,Al_ugL,24.2017027,13.43526308,296,0.780908804,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,ANC,48.761125,11.90987371,48,1.719042199,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,6,ANC,66.34027027,7.619371044,296,0.442866946,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,8,ANC,77.25423,8.694640872,270,0.529138993,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,ANC,75.47228696,7.941185305,322,0.442544955,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,BP_mmHg,756.4192373,5.865511735,44,0.884259165,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,5,BP_mmHg,759.9395687,5.377742628,258,0.334803632,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,6,BP_mmHg,763.0641355,2.968394974,322,0.165422185,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,7,BP_mmHg,757.820939,3.926350058,294,0.228989386,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,8,BP_mmHg,761.7061236,3.321550255,320,0.185680304,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,9,BP_mmHg,760.9563947,4.06833672,314,0.229589523,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,BP_mmHg,758.0749475,7.717266074,322,0.430066424,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,Ca_ueqL,70.68629167,9.759599606,48,1.408676865,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,Ca_ueqL,75.40610559,5.417903166,322,0.301927939,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,6,CHLA_ugL,3.14947205,1.255618575,322,0.069972888,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,8,CHLA_ugL,3.6096875,1.070840306,320,0.059861793,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,Cl_ueqL,210.658875,34.08593606,48,4.919881091,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,6,Cl_ueqL,220.410208,5.199100292,158,0.413618211,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,8,Cl_ueqL,218.671875,15.20262585,128,1.343734979,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,Cl_ueqL,203.3701863,15.60113441,322,0.86941723,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,COND,40.95125,4.087208185,48,0.589937686,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,COND,41.9015528,1.414383416,322,0.078820506,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,DO (%),99.85,5.203107301,44,0.784397939,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,5,DO (%),89.94883721,20.44857692,258,1.273072792,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,6,DO (%),78.34596273,24.61601432,322,1.371796846,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,7,DO (%),60.69863946,35.5028855,294,2.07057033,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,8,DO (%),55.29,42.10300431,320,2.353629492,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,9,DO (%),78.52484076,30.71727128,314,1.733475904,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,DO (%),90.69006211,12.84798349,322,0.715990127,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,DO_mg.L,11.67772727,0.969842624,44,0.146209277,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,5,DO_mg.L,9.293100775,2.034122837,258,0.126638956,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,6,DO_mg.L,7.504782609,2.094442754,322,0.116718731,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,7,DO_mg.L,5.402176871,2.890375583,294,0.168570127,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,8,DO_mg.L,4.8745,3.659225435,320,0.20455692,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,9,DO_mg.L,7.379745223,2.857797572,314,0.161274847,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,DO_mg.L,9.652546584,1.398072228,322,0.077911519,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,DOC_mgL,4.455,0.409431365,48,0.059096327,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,6,DOC_mgL,4.589050633,0.285207351,158,0.022689879,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,8,DOC_mgL,4.719296875,0.194801872,128,0.017218216,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,DOC_mgL,4.545124224,0.54818754,322,0.030549297,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,eqPH,6.752708333,0.168112039,48,0.024264883,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,eqPH,6.971521739,0.14901007,322,0.008304007,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,FPH,6.139583333,0.093055882,48,0.01343146,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,5,FPH,6.8,0,26,0,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,6,FPH,6.442222222,0.604668906,270,0.036798978,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,8,FPH,6.68897541,0.085566951,244,0.005477863,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,FPH,6.570248447,0.106722047,322,0.005947387,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,K_ueqL,8.479366667,1.317426305,48,0.190154108,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,K_ueqL,8.331032591,0.748269095,322,0.041699406,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,Mg_ueqL,53.1224375,4.226560471,48,0.610051456,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,Mg_ueqL,56.40913974,4.137039208,322,0.230548182,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,Na_ueqL,199.5604167,44.21975596,48,6.382572001,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,Na_ueqL,205.4326562,24.39996051,322,1.359756638,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,6,NH3_mg/L,0.009464286,0.000503236,56,6.72E-05,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,8,NH3_mg/L,0.006,0,22,0,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,NH3_mg/L,0.011,0.002016878,60,0.000260378,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,NO3_ueq/L,1.426230159,0.443665642,32,0.078429746,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,NO3_ueq/L,1.132307692,0.976929889,78,0.110615528,0.974,0.987,0.999,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,pH,5.829545455,0.414622016,44,0.062506621,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,5,pH,6.368974328,0.244441661,234,0.015979651,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,6,pH,6.203602484,0.427202087,322,0.023807042,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,7,pH,6.135238095,0.475443868,294,0.027728449,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,8,pH,6.1554375,0.487841959,320,0.027271195,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,9,pH,6.352675159,0.206090591,314,0.011630365,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,pH,6.469689441,0.220643133,322,0.012295961,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,6,PO4_ug/L,1.3,0,28,0,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,8,PO4_ug/L,3.631034483,2.369114639,58,0.311079992,0.991,0.996,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,SO4_ueqL,57.03036892,3.383959019,48,0.488432413,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,6,SO4_ueqL,52.71598101,3.471017554,158,0.27613933,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,8,SO4_ueqL,48.0859375,1.99715287,128,0.176525042,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,10,SO4_ueqL,50.69080745,7.353248798,322,0.409780535,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,4,Specific conductance,40.59090909,5.341013674,44,0.805188107,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,5,Specific conductance,41.62790698,3.272500127,258,0.203736959,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,6,Specific conductance,43.04347826,3.297025613,322,0.183736054,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,7,Specific conductance,44.24489796,4.112068041,294,0.239820678,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,8,Specific conductance,47.20454545,7.435132547,264,0.457600775,1,1,1,1,1,1,1,1,1
ACAD,Lake,ACSEAL,9,Specific conductance,45.88535032,9.735129991,314,0.549385169,1,1,1,1,1,1,1,1,1
